order_id,cus_first_name,cus_last_name,city,state,order_date,product_name,category_name,brand_name,store_name,sales_first_name,sales_last_name,quantity,revenue,pelanggan,pelanggan2,pelanggan3,sales,sales2,sales3
107,Kiara,Deleon,Anaheim,CA,2016-03-06,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Mireya,Copeland,1,449.0,Kiara Deleon,Kiara Deleon,Kiara Deleon,Mireya Copeland,Mireya Copeland,Mireya Copeland
108,Robby,Sykes,Hempstead,NY,2016-03-06,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,539.98,Robby Sykes,Robby Sykes,Robby Sykes,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
108,Robby,Sykes,Hempstead,NY,2016-03-06,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,1199.98,Robby Sykes,Robby Sykes,Robby Sykes,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
108,Robby,Sykes,Hempstead,NY,2016-03-06,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene,Boyer,1,1680.99,Robby Sykes,Robby Sykes,Robby Sykes,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
109,Ben,Stone,Ithaca,NY,2016-03-06,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,539.98,Ben Stone,Ben Stone,Ben Stone,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
109,Ben,Stone,Ithaca,NY,2016-03-06,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene,Boyer,1,469.99,Ben Stone,Ben Stone,Ben Stone,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
110,Launa,Hull,Helotes,TX,2016-03-06,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Rowlett Bikes,Layla,Terrell,1,269.99,Launa Hull,Launa Hull,Launa Hull,Layla Terrell,Layla Terrell,Layla Terrell
111,Zulema,Browning,Amsterdam,NY,2016-03-07,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,1,269.99,Zulema Browning,Zulema Browning,Zulema Browning,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
111,Zulema,Browning,Amsterdam,NY,2016-03-07,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,1099.98,Zulema Browning,Zulema Browning,Zulema Browning,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
112,Micki,Rutledge,Richmond Hill,NY,2016-03-08,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,599.98,Micki Rutledge,Micki Rutledge,Micki Rutledge,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
112,Micki,Rutledge,Richmond Hill,NY,2016-03-08,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,1099.98,Micki Rutledge,Micki Rutledge,Micki Rutledge,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
112,Micki,Rutledge,Richmond Hill,NY,2016-03-08,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,999.98,Micki Rutledge,Micki Rutledge,Micki Rutledge,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
112,Micki,Rutledge,Richmond Hill,NY,2016-03-08,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene,Boyer,1,1320.99,Micki Rutledge,Micki Rutledge,Micki Rutledge,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
113,Theresia,Barron,Forest Hills,NY,2016-03-08,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,1,299.99,Theresia Barron,Theresia Barron,Theresia Barron,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
113,Theresia,Barron,Forest Hills,NY,2016-03-08,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,1099.98,Theresia Barron,Theresia Barron,Theresia Barron,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
113,Theresia,Barron,Forest Hills,NY,2016-03-08,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,1099.98,Theresia Barron,Theresia Barron,Theresia Barron,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
113,Theresia,Barron,Forest Hills,NY,2016-03-08,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene,Boyer,2,2641.98,Theresia Barron,Theresia Barron,Theresia Barron,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
113,Theresia,Barron,Forest Hills,NY,2016-03-08,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene,Boyer,1,469.99,Theresia Barron,Theresia Barron,Theresia Barron,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
114,Mark,Benton,East Elmhurst,NY,2016-03-08,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita,Daniel,2,539.98,Mark Benton,Mark Benton,Mark Benton,Venita Daniel,Venita Daniel,Venita Daniel
114,Mark,Benton,East Elmhurst,NY,2016-03-08,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,549.99,Mark Benton,Mark Benton,Mark Benton,Venita Daniel,Venita Daniel,Venita Daniel
114,Mark,Benton,East Elmhurst,NY,2016-03-08,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita,Daniel,1,749.99,Mark Benton,Mark Benton,Mark Benton,Venita Daniel,Venita Daniel,Venita Daniel
115,Starr,Schneider,Shirley,NY,2016-03-09,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,269.99,Starr Schneider,Starr Schneider,Starr Schneider,Venita Daniel,Venita Daniel,Venita Daniel
115,Starr,Schneider,Shirley,NY,2016-03-09,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita,Daniel,1,449.0,Starr Schneider,Starr Schneider,Starr Schneider,Venita Daniel,Venita Daniel,Venita Daniel
116,Burma,Summers,Freeport,NY,2016-03-10,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,599.99,Burma Summers,Burma Summers,Burma Summers,Venita Daniel,Venita Daniel,Venita Daniel
117,Gwenn,Melton,Centereach,NY,2016-03-10,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,539.98,Gwenn Melton,Gwenn Melton,Gwenn Melton,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
117,Gwenn,Melton,Centereach,NY,2016-03-10,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,1,269.99,Gwenn Melton,Gwenn Melton,Gwenn Melton,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
117,Gwenn,Melton,Centereach,NY,2016-03-10,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,1,599.99,Gwenn Melton,Gwenn Melton,Gwenn Melton,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
117,Gwenn,Melton,Centereach,NY,2016-03-10,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene,Boyer,1,449.0,Gwenn Melton,Gwenn Melton,Gwenn Melton,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
118,Danille,Mcfarland,Rocklin,CA,2016-03-12,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Mireya,Copeland,2,599.98,Danille Mcfarland,Danille Mcfarland,Danille Mcfarland,Mireya Copeland,Mireya Copeland,Mireya Copeland
118,Danille,Mcfarland,Rocklin,CA,2016-03-12,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Mireya,Copeland,1,449.0,Danille Mcfarland,Danille Mcfarland,Danille Mcfarland,Mireya Copeland,Mireya Copeland,Mireya Copeland
118,Danille,Mcfarland,Rocklin,CA,2016-03-12,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes,Mireya,Copeland,1,469.99,Danille Mcfarland,Danille Mcfarland,Danille Mcfarland,Mireya Copeland,Mireya Copeland,Mireya Copeland
118,Danille,Mcfarland,Rocklin,CA,2016-03-12,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Santa Cruz Bikes,Mireya,Copeland,2,1999.98,Danille Mcfarland,Danille Mcfarland,Danille Mcfarland,Mireya Copeland,Mireya Copeland,Mireya Copeland
118,Danille,Mcfarland,Rocklin,CA,2016-03-12,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Mireya,Copeland,1,2899.99,Danille Mcfarland,Danille Mcfarland,Danille Mcfarland,Mireya Copeland,Mireya Copeland,Mireya Copeland
119,Bryce,Monroe,Kingston,NY,2016-03-12,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,499.99,Bryce Monroe,Bryce Monroe,Bryce Monroe,Venita Daniel,Venita Daniel,Venita Daniel
120,Sharie,Alvarez,New York,NY,2016-03-14,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita,Daniel,2,539.98,Sharie Alvarez,Sharie Alvarez,Sharie Alvarez,Venita Daniel,Venita Daniel,Venita Daniel
120,Sharie,Alvarez,New York,NY,2016-03-14,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita,Daniel,2,1199.98,Sharie Alvarez,Sharie Alvarez,Sharie Alvarez,Venita Daniel,Venita Daniel,Venita Daniel
120,Sharie,Alvarez,New York,NY,2016-03-14,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita,Daniel,1,429.0,Sharie Alvarez,Sharie Alvarez,Sharie Alvarez,Venita Daniel,Venita Daniel,Venita Daniel
120,Sharie,Alvarez,New York,NY,2016-03-14,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita,Daniel,2,939.98,Sharie Alvarez,Sharie Alvarez,Sharie Alvarez,Venita Daniel,Venita Daniel,Venita Daniel
120,Sharie,Alvarez,New York,NY,2016-03-14,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita,Daniel,2,3098.0,Sharie Alvarez,Sharie Alvarez,Sharie Alvarez,Venita Daniel,Venita Daniel,Venita Daniel
121,Tomika,Wilder,New Hyde Park,NY,2016-03-14,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,539.98,Tomika Wilder,Tomika Wilder,Tomika Wilder,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
121,Tomika,Wilder,New Hyde Park,NY,2016-03-14,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,1099.98,Tomika Wilder,Tomika Wilder,Tomika Wilder,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
121,Tomika,Wilder,New Hyde Park,NY,2016-03-14,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene,Boyer,1,1320.99,Tomika Wilder,Tomika Wilder,Tomika Wilder,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
121,Tomika,Wilder,New Hyde Park,NY,2016-03-14,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Marcelene,Boyer,2,1499.98,Tomika Wilder,Tomika Wilder,Tomika Wilder,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
121,Tomika,Wilder,New Hyde Park,NY,2016-03-14,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene,Boyer,2,5799.98,Tomika Wilder,Tomika Wilder,Tomika Wilder,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
122,Wallace,Lane,South Richmond Hill,NY,2016-03-14,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,1,599.99,Wallace Lane,Wallace Lane,Wallace Lane,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
123,Lecia,Hancock,Schenectady,NY,2016-03-15,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,1099.98,Lecia Hancock,Lecia Hancock,Lecia Hancock,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
124,Elouise,Fry,Canyon Country,CA,2016-03-16,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna,Serrano,1,599.99,Elouise Fry,Elouise Fry,Elouise Fry,Genna Serrano,Genna Serrano,Genna Serrano
124,Elouise,Fry,Canyon Country,CA,2016-03-16,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna,Serrano,1,2899.99,Elouise Fry,Elouise Fry,Elouise Fry,Genna Serrano,Genna Serrano,Genna Serrano
124,Elouise,Fry,Canyon Country,CA,2016-03-16,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna,Serrano,2,7999.98,Elouise Fry,Elouise Fry,Elouise Fry,Genna Serrano,Genna Serrano,Genna Serrano
125,Laverne,Craft,Forest Hills,NY,2016-03-16,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene,Boyer,1,429.0,Laverne Craft,Laverne Craft,Laverne Craft,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
126,Shenna,Espinoza,Queensbury,NY,2016-03-16,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita,Daniel,2,5999.98,Shenna Espinoza,Shenna Espinoza,Shenna Espinoza,Venita Daniel,Venita Daniel,Venita Daniel
127,Chelsey,Boyd,Euless,TX,2016-03-17,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Kali,Vargas,1,599.99,Chelsey Boyd,Chelsey Boyd,Chelsey Boyd,Kali Vargas,Kali Vargas,Kali Vargas
127,Chelsey,Boyd,Euless,TX,2016-03-17,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Rowlett Bikes,Kali,Vargas,1,429.0,Chelsey Boyd,Chelsey Boyd,Chelsey Boyd,Kali Vargas,Kali Vargas,Kali Vargas
127,Chelsey,Boyd,Euless,TX,2016-03-17,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Kali,Vargas,2,5799.98,Chelsey Boyd,Chelsey Boyd,Chelsey Boyd,Kali Vargas,Kali Vargas,Kali Vargas
128,Lissa,Vargas,Oswego,NY,2016-03-18,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,1099.98,Lissa Vargas,Lissa Vargas,Lissa Vargas,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
128,Lissa,Vargas,Oswego,NY,2016-03-18,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,2,1199.98,Lissa Vargas,Lissa Vargas,Lissa Vargas,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
128,Lissa,Vargas,Oswego,NY,2016-03-18,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene,Boyer,2,1999.98,Lissa Vargas,Lissa Vargas,Lissa Vargas,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
128,Lissa,Vargas,Oswego,NY,2016-03-18,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene,Boyer,2,5799.98,Lissa Vargas,Lissa Vargas,Lissa Vargas,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
129,Armand,Whitehead,Lindenhurst,NY,2016-03-19,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita,Daniel,1,449.0,Armand Whitehead,Armand Whitehead,Armand Whitehead,Venita Daniel,Venita Daniel,Venita Daniel
129,Armand,Whitehead,Lindenhurst,NY,2016-03-19,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Venita,Daniel,1,2999.99,Armand Whitehead,Armand Whitehead,Armand Whitehead,Venita Daniel,Venita Daniel,Venita Daniel
130,Marcelino,Mcbride,Clifton Park,NY,2016-03-19,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene,Boyer,1,599.99,Marcelino Mcbride,Marcelino Mcbride,Marcelino Mcbride,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
130,Marcelino,Mcbride,Clifton Park,NY,2016-03-19,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene,Boyer,2,2641.98,Marcelino Mcbride,Marcelino Mcbride,Marcelino Mcbride,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
131,Hortencia,Graham,Euless,TX,2016-03-19,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Rowlett Bikes,Kali,Vargas,2,539.98,Hortencia Graham,Hortencia Graham,Hortencia Graham,Kali Vargas,Kali Vargas,Kali Vargas
131,Hortencia,Graham,Euless,TX,2016-03-19,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Rowlett Bikes,Kali,Vargas,2,1099.98,Hortencia Graham,Hortencia Graham,Hortencia Graham,Kali Vargas,Kali Vargas,Kali Vargas
131,Hortencia,Graham,Euless,TX,2016-03-19,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Kali,Vargas,2,5799.98,Hortencia Graham,Hortencia Graham,Hortencia Graham,Kali Vargas,Kali Vargas,Kali Vargas
132,Monika,Berg,Encino,CA,2016-03-20,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna,Serrano,1,599.99,Monika Berg,Monika Berg,Monika Berg,Genna Serrano,Genna Serrano,Genna Serrano
132,Monika,Berg,Encino,CA,2016-03-20,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Santa Cruz Bikes,Genna,Serrano,2,1499.98,Monika Berg,Monika Berg,Monika Berg,Genna Serrano,Genna Serrano,Genna Serrano
132,Monika,Berg,Encino,CA,2016-03-20,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Genna,Serrano,1,2999.99,Monika Berg,Monika Berg,Monika Berg,Genna Serrano,Genna Serrano,Genna Serrano
133,Jerome,Bolton,Carmel,NY,2016-03-20,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita,Daniel,2,539.98,Jerome Bolton,Jerome Bolton,Jerome Bolton,Venita Daniel,Venita Daniel,Venita Daniel
133,Jerome,Bolton,Carmel,NY,2016-03-20,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,269.99,Jerome Bolton,Jerome Bolton,Jerome Bolton,Venita Daniel,Venita Daniel,Venita Daniel
134,Tuan,Wolfe,West Babylon,NY,2016-03-20,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita,Daniel,2,898.0,Tuan Wolfe,Tuan Wolfe,Tuan Wolfe,Venita Daniel,Venita Daniel,Venita Daniel
134,Tuan,Wolfe,West Babylon,NY,2016-03-20,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita,Daniel,2,898.0,Tuan Wolfe,Tuan Wolfe,Tuan Wolfe,Venita Daniel,Venita Daniel,Venita Daniel
134,Tuan,Wolfe,West Babylon,NY,2016-03-20,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita,Daniel,2,1499.98,Tuan Wolfe,Tuan Wolfe,Tuan Wolfe,Venita Daniel,Venita Daniel,Venita Daniel
135,Alexandria,Zamora,Schenectady,NY,2016-03-21,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,499.99,Alexandria Zamora,Alexandria Zamora,Alexandria Zamora,Venita Daniel,Venita Daniel,Venita Daniel
135,Alexandria,Zamora,Schenectady,NY,2016-03-21,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Venita,Daniel,2,2641.98,Alexandria Zamora,Alexandria Zamora,Alexandria Zamora,Venita Daniel,Venita Daniel,Venita Daniel
135,Alexandria,Zamora,Schenectady,NY,2016-03-21,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita,Daniel,2,898.0,Alexandria Zamora,Alexandria Zamora,Alexandria Zamora,Venita Daniel,Venita Daniel,Venita Daniel
135,Alexandria,Zamora,Schenectady,NY,2016-03-21,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita,Daniel,1,749.99,Alexandria Zamora,Alexandria Zamora,Alexandria Zamora,Venita Daniel,Venita Daniel,Venita Daniel
136,Gena,Owens,Desoto,TX,2016-03-21,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Rowlett Bikes,Kali,Vargas,2,1999.98,Gena Owens,Gena Owens,Gena Owens,Kali Vargas,Kali Vargas,Kali Vargas
136,Gena,Owens,Desoto,TX,2016-03-21,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Rowlett Bikes,Kali,Vargas,2,7999.98,Gena Owens,Gena Owens,Gena Owens,Kali Vargas,Kali Vargas,Kali Vargas
137,Jina,Cooper,Howard Beach,NY,2016-03-23,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,269.99,Jina Cooper,Jina Cooper,Jina Cooper,Venita Daniel,Venita Daniel,Venita Daniel
137,Jina,Cooper,Howard Beach,NY,2016-03-23,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,299.99,Jina Cooper,Jina Cooper,Jina Cooper,Venita Daniel,Venita Daniel,Venita Daniel
138,Katharine,Herrera,Queensbury,NY,2016-03-23,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita,Daniel,2,1199.98,Katharine Herrera,Katharine Herrera,Katharine Herrera,Venita Daniel,Venita Daniel,Venita Daniel
138,Katharine,Herrera,Queensbury,NY,2016-03-23,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita,Daniel,1,469.99,Katharine Herrera,Katharine Herrera,Katharine Herrera,Venita Daniel,Venita Daniel,Venita Daniel
139,Ezra,Silva,New Windsor,NY,2016-03-23,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita,Daniel,2,898.0,Ezra Silva,Ezra Silva,Ezra Silva,Venita Daniel,Venita Daniel,Venita Daniel
139,Ezra,Silva,New Windsor,NY,2016-03-23,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita,Daniel,1,999.99,Ezra Silva,Ezra Silva,Ezra Silva,Venita Daniel,Venita Daniel,Venita Daniel
140,Devin,Velazquez,Brentwood,NY,2016-03-23,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,269.99,Devin Velazquez,Devin Velazquez,Devin Velazquez,Venita Daniel,Venita Daniel,Venita Daniel
140,Devin,Velazquez,Brentwood,NY,2016-03-23,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita,Daniel,1,529.99,Devin Velazquez,Devin Velazquez,Devin Velazquez,Venita Daniel,Venita Daniel,Venita Daniel
140,Devin,Velazquez,Brentwood,NY,2016-03-23,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita,Daniel,2,1099.98,Devin Velazquez,Devin Velazquez,Devin Velazquez,Venita Daniel,Venita Daniel,Venita Daniel
140,Devin,Velazquez,Brentwood,NY,2016-03-23,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita,Daniel,1,999.99,Devin Velazquez,Devin Velazquez,Devin Velazquez,Venita Daniel,Venita Daniel,Venita Daniel
141,Erlene,Cook,Mount Vernon,NY,2016-03-25,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita,Daniel,1,449.0,Erlene Cook,Erlene Cook,Erlene Cook,Venita Daniel,Venita Daniel,Venita Daniel
142,Regine,Gonzales,Oxnard,CA,2016-03-26,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna,Serrano,2,1199.98,Regine Gonzales,Regine Gonzales,Regine Gonzales,Genna Serrano,Genna Serrano,Genna Serrano
142,Regine,Gonzales,Oxnard,CA,2016-03-26,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Genna,Serrano,1,449.0,Regine Gonzales,Regine Gonzales,Regine Gonzales,Genna Serrano,Genna Serrano,Genna Serrano
142,Regine,Gonzales,Oxnard,CA,2016-03-26,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Genna,Serrano,2,3361.98,Regine Gonzales,Regine Gonzales,Regine Gonzales,Genna Serrano,Genna Serrano,Genna Serrano
143,Merlin,Foreman,Hempstead,NY,2016-03-26,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita,Daniel,1,469.99,Merlin Foreman,Merlin Foreman,Merlin Foreman,Venita Daniel,Venita Daniel,Venita Daniel
144,Hubert,Reilly,Amityville,NY,2016-03-26,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita,Daniel,2,3599.98,Hubert Reilly,Hubert Reilly,Hubert Reilly,Venita Daniel,Venita Daniel,Venita Daniel
145,Lavonne,Anderson,Floral Park,NY,2016-03-27,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene,Boyer,1,1680.99,Lavonne Anderson,Lavonne Anderson,Lavonne Anderson,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
145,Lavonne,Anderson,Floral Park,NY,2016-03-27,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Marcelene,Boyer,2,5999.98,Lavonne Anderson,Lavonne Anderson,Lavonne Anderson,Marcelene Boyer,Marcelene Boyer,Marcelene Boyer
